originaltimestamp,uuid,yourname,originalmeetingdate,meetingcode,issueid,meetingname,structure,structurecounty,structuredistrict,status,issuedistrict,community,category,raisedby,disputant,duration,actionplancommittee,actionplandescription,actionplannotes,ongoing_resolved,resolutiondate,report_ongoing,googledocs,resolution,updatetype,resolutiontype,updatedate,updatedescription,mediationdate,mediationoutcome,issuedescription,issuename,issuenotes,statusnotes,referraldate,referredto,referralnote
42667,2016-10-DS-GL-00644,Thomas Q. Suah,42647,2016-10-DS-GL,00644,"October, 2016 Nimba DSC",DSC,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Karplay,Infrastructure,DSC,,,chairman. Bartua Bartuah Sr. ,The leadership of the Gbelay-Geh DSC mandated its chairman. Bartua Bartuah Sr. to ensure that the two concerns (Deplorable police station & extortion of money) are referred to the CSC in Sanniquellie timely enough to be reflected  on  the October 17 CSC meeting agenda for discussion,,,,Ongoing,,,,,42647,,42674,,"In addressing these concerns, the DSC considered counts 2 & 3 as issues that require the attention of higher structure. Demanding and forcibly taking money from lawful business people at an international frontier by security officers is a crime under Liberian Laws and therefore needs the involvement of the county security council to address it diplomatically.",2.	Appalling condition of the Karnplay City police ,,,,,
42667,2016-10-DS-GL-00645,Thomas Q. Suah,42647,2016-10-DS-GL,00645,"October, 2016 Nimba DSC",DSC,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Loguatuo,Government Corruption,DSC,,,"1.	Archie Dennis-LNP
2.	Philip Flomo-Transport Union","In addressing these concerns, the DSC considered counts 2 & 3 as issues that require the attention of higher structure. Demanding and forcibly taking money from lawful business people at an international frontier by security officers is a crime under Liberian Laws and therefore needs the involvement of the county security council to address it diplomatically.",,,,Ongoing,,,,,42647,,42674,,"In addressing these concerns, the DSC considered counts 2 & 3 as issues that require the attention of higher structure. Demanding and forcibly taking money from lawful business people at an international frontier by security officers is a crime under Liberian Laws and therefore needs the involvement of the county security council to address it diplomatically.
The leadership of the Gbelay-Geh DSC mandated its chairman. Bartua Bartuah Sr. to ensure that the two concerns (Deplorable police station & extortion of money) are referred to the CSC in Sanniquellie timely enough to be reflected  on  the October 17 CSC meeting agenda for discussion",3.	Extortion of money from Liberian business people by Ivorian security officers at Loguatuo port of entry.,,,,,
42667,2016-10-CF-GL-00646,Thomas Q. Suah,42647,2016-10-CF-GL,00646,"October, 2016 Nimba CF",CF,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Manbor,General Land,CF,,,"1.	J. Kanty Varsee
2.	Giah Gbeankuan","According to the reports, Garplay CF had made several attempts to assist the disputants to resolve their differences but to no avail.
Against this back ground, the leadership of the Garplay CF constituted a committees to facilitate the referral to the DSC and ensure the concerns are placed on DSC agenda for discussion in the November meeting.",,,,Ongoing,,,,,42647,,42682,,"The Garplay Community Forum, in its separate session discussions, identified three community security concerns, all of which were referred to the DSC.
Concerns identified are:
1.	Boundary dispute between  Mambor and Loelay
2.	Continued initiation of more people into the deadly snake society in Gbelay-Geh District
3.	Claim and counter claim between Joseph Berh and James Dehwonseh over Cocoa farm in Sackorlay town.",1.	Boundary dispute between  Mambor and Loelay,,,,,
42667,2016-10-CF-GL-00647,Thomas Q. Suah,42647,2016-10-CF-GL,00647,"October, 2016 Nimba CF",CF,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Gbelay-Geh,Public Health and Safety,CF,,,"1.	J. Kanty Varsee
2.	Giah Gbeankuan","According to the reports, Garplay CF had made several attempts to assist the disputants to resolve their differences but to no avail.
Against this back ground, the leadership of the Garplay CF constituted a committees to facilitate the referral to the DSC and ensure the concerns are placed on DSC agenda for discussion in the November meeting.",,,,Ongoing,,,,,42647,,42682,,"The Garplay Community Forum, in its separate session discussions, identified three community security concerns, all of which were referred to the DSC.
Concerns identified are:
1.	Boundary dispute between  Mambor and Loelay
2.	Continued initiation of more people into the deadly snake society in Gbelay-Geh District
3.	Claim and counter claim between Joseph Berh and James Dehwonseh over Cocoa farm in Sackorlay town.",2.	Continued initiation of more people into the deadly snake society in Gbelay-Geh District,,,,,
42667,2016-10-CF-GL-00648,Thomas Q. Suah,42647,2016-10-CF-GL,00648,"October, 2016 Nimba CF",CF,Nimba,Gbehlay-Geh,Security concern,Gbehlay-Geh,Sackorlay,Internal Border,CF,,,"1.	J. Kanty Varsee
2.	Giah Gbeankuan","Against this back ground, the leadership of the Garplay CF constituted a committees to facilitate the referral to the DSC and ensure the concerns are placed on DSC agenda for discussion in the November meeting.",,,,Ongoing,,,,,42647,,42647,,"The Garplay Community Forum, in its separate session discussions, identified three community security concerns, all of which were referred to the DSC.
Concerns identified are:
1.	Boundary dispute between  Mambor and Loelay
2.	Continued initiation of more people into the deadly snake society in Gbelay-Geh District
3.	Claim and counter claim between Joseph Berh and James Dehwonseh over Cocoa farm in Sackorlay town.",3.	Claim and counter claim between Joseph Berh and James Dehwonseh over Cocoa farm in Sackorlay town. ,,,,,
42668,2016-10-DS-BY-00649,Thomas Q. Suah,42649,2016-10-DS-BY,00649,"October, 2016 Nimba DSC",DSC,Nimba,Buu-Yao,Security concern,Buu-Yao,Gblourlay,Traditional Community,DSC,,,DSC leadership,"To address this issue, the DSC elevated it to the CSC where the head of all women groups in Nimba is a member. In addressing herself to the issue, madam Yah Belleh, coordinator of women in Nimba confirmed that Annie Weh is still the legitimate leader of the Bu-Yao women",,,,Ongoing,,,,,42649,,42649,,"During the launch of MLDL in Bu-Yao District in 2013, madam Annie Weh was presented by district authority as the leader of Bu-Yao women and was admitted to the membership of the Bu-Yao DSC.
 Of late, a lady called madam Margret roe launched a campaign against Annie that the women of Bu-Yao have selected her as the new leader of Bu -Yao women. This concern was bitterly contested by Annie.",leadership crises in the women leadership of Bu-Yao District.,,,,,
42668,2016-10-DS-BY-00650,Thomas Q. Suah,42649,2016-10-DS-BY,00650,"October, 2016 Nimba DSC",DSC,Nimba,Buu-Yao,Security concern,Buu-Yao,Gblourlay,General Land,CF,,,"1.	Samuel Kwei
2.	John Granda
3.	Robert Menwon
4.	George Walker",In attempt to resolve this impasse the leadership of the Gblourlay CF set up a committee to mediate,,,,Ongoing,,,,,42642,,42649,,"The report   stated that the dispute has claimed the attention of extended families on both sides and holds a potential threat to the peace of Gblourlay town. Local chiefs have tried to no avail.
In attempt to resolve this impasse the leadership of the Gblourlay CF set up a committee to mediate",land dispute between Koryen Teah and Harry Yeamah.,,,,,
42668,2016-10-DS-GB-00651,Thomas Q. Suah,42650,2016-10-DS-GB,00651,"October, 2016 Nimba DSC",DSC,Nimba,Garr-Bain,Security concern,Garr-Bain,Ganta,Public Health and Safety,DSC,,,"1.	Stephen Quoi
2.	Junior Gborzuah
3.	Imma Siawa","In an effort to address this concern, the leadership of Bain-Garr DSC constituted a three person committee to meet with management of GSM companies in Ganta to discuss the issue. The committee will report at the November meeting.",,,,Ongoing,,,,,42650,,42650,,"Security actors on the Bain-Garr DSC raised the concern of GSM company erecting tall towers in Ganta without signal lights to direct air traffic. They argued that if this concern is not addresses by the GSN companies, it may cause air traffic accidents at night",GSM company erecting tall towers in Ganta without signal lights to direct air traffic. ,,,,,
42668,2016-10-DS-GB-00652,Thomas Q. Suah,42650,2016-10-DS-GB,00652,"October, 2016 Nimba DSC",DSC,Nimba,Garr-Bain,Security concern,Garr-Bain,,Security Services,DSC,,,"1.	Stephen Quoi
2.	Junior Gborzuah
3.	Imma Siawa","he second concern of drugs deal in Old Car Garage Community in Ganta took a dramatic turn when  a man identified as Saye Papa was caught in possession of huge quantity of marijuana in the old car community’s exact quantity and value  of the drugs were not disclosed by the LDEA but investigation continues, according to the report.
The leadership of Bain-Garr DSC mandated its co-chairman, LNP commander, patrolman Adolphus Zuah to brief the council on the outcome of the investigation in the November meeting",,,,Ongoing,,,,,42650,,42650,,"The second concern of drugs deal in Old Car Garage Community in Ganta took a dramatic turn when  a man identified as Saye Papa was caught in possession of huge quantity of marijuana in the old car community’s exact quantity and value  of the drugs were not disclosed by the IDEA but investigation continues, according to the report.",The second concern of drugs deal in Old Car Garage Community in Ganta,,,,,
42668,2016-10-DS-GB-00653,Thomas Q. Suah,42650,2016-10-DS-GB,00653,"October, 2016 Nimba DSC",DSC,Nimba,Garr-Bain,Security concern,Garr-Bain,Gonotowin,Security Services,CF,,,Ganta CF leadership,"Considering the sensitivity of this issue, the leadership of the Ganta Community Forum referred it to the Bain-Garr DSC for redress since it has security actors responsible for border issues. 
The G-CF looks forward to feedback from the DSC at the November meeting.",,,,Ongoing,,,,,42650,,42650,,"G-CF members from border communities reported that the border town of Gornortonwin has a wide border crossing point without any state security assigned. The report stated that most business people use this point unchecked. The CF members fear that some unscrupulous business people could use this unprotected crossing point to input arms and other harmful substances into the country, especially as we approach elections season in Liberia. ",G-CF members from border communities reported that the border town of Gornortonwin has a wide border crossing point without any state security assigned,,,,,
42669,2016-10-DS-KB-00654,Thomas Q. Suah,42656,2016-10-DS-KB,00654,"October, 2016 Nimba DSC",DSC,Nimba,Kparblee,Security concern,Kparblee,Zodru and New Town,Public Health and Safety,DSC,,,K-DSC leadership,Resolved,,,42647,Resolved,,"In  separate session of the DSC, the chairman,Mr. Alexander Tenty announced that the previous concern of lack of  medical drugs and supplies   at the   New Yourpea and Zodru  clinics in Kparblee district has been resolved by  intervention of the N-CSC following referral to it by the K-DSC. Drugs and supplies were delivered to the clinics on October 4,2016 by Nimba County Health Team.",Resolution,,42656,,42648,,"In  separate session of the DSC, the chairman,Mr. Alexander Tenty announced that the previous concern of lack of  medical drugs and supplies   at the   New Yourpea and Zodru  clinics in Kparblee district has been resolved by  intervention of the N-CSC following referral to it by the K-DSC.",Lack of  medical drugs and supplies   at the   New Yourpea and Zodru  clinics in Kparblee district ,,,42627,CSC,
42669,2016-10-CS-GG-00655,Roselyn P. Mulbah,42654,2016-10-CS-GG,00655,"October, 2016 Grand Gedeh CSC",CSC,Grand Gedeh,Konobo,Long-term issue,Konobo,The entire district,Government Corruption,DSC,,,The DSC refer the case to the CSC to provide clerk for the commissioner for the smooth operation of the DSC., The CSC provide Clerk for the Konobo District commissioner.,,,,Ongoing,,,,,42654,,,,Konobo District commissioner does not have a clerk.The clerk should be the secretary of the DSC. As the result they always delay in making reports.,No commissioner Clerk,,There is no clerk for the Konobo district commissioner.This is creating problem for the DSC  especially when it comes to the operation of the DSC.The clerk is usually the Secretary for the DSC and should be on Government pay roll  but it is not in the case with Konobo district.,,,
42669,2016-10-DS-KO-00656,Roselyn P. Mulbah,42654,2016-10-DS-KO,00656,"October, 2016 Grand Gedeh DSC",DSC,Grand Gedeh,Konobo,Security concern,Konobo,The entire district,Security Services,DSC,,,DSC Members meet with community members to to advice their children that are involved in the durgs issue  to stop.,DSC take on the task to go from community to community  to talk to parents to advice their children on the usage of drugs in their various communities.,DSC to take on the task and Make report next meeting.that is November meeting.,,,Ongoing,,,,,,,,,The issue of drugs trafficking is on the increses because yourths in the district are  seen in the act of drugh user though it is not clear who are those selling the drugs.,Drugs Trafficking,,Drugs trafficking is on the increase in all the towns in konobo District. This is causing the increase of criminal activities in the district.,,,
42669,2016-10-CF-GO-00657,SAM W. WORLOH,42648,2016-10-CF-GO,00657,"October, 2016 Grand Gedeh CF",CF,Grand Gedeh,Gbao,Security concern,Gbao,,Infrastructure,CF,,,Referred to the DSC,Referred to the DSC,,,,Ongoing,,,,,,,,,About twenty towns within Gbao district are lacking of network for communication. Many of the citizens living in these communities have to walked long distances in search of network to send their messages across to families members far and near. Sometimes they have to climbed taller trees and hills in order to get little signals to communicate.,No Communication network,,About twenty towns within Gbao district are lacking of network for communication. Many of the citizens living in these communities have to walked long distances in search of network to send their messages across to families members far and near. Sometimes they have to climbed taller trees and hills in order to get little signals to communicate.,,,
42669,2016-10-CF-GO-00658,SAM W. WORLOH,42648,2016-10-CF-GO,00658,"October, 2016 Grand Gedeh CF",CF,Grand Gedeh,Gbao,Security concern,Gbao,"Gaye Town, Pouh Town, Jarwodee, Kweo and Tojallah Town",Infrastructure,CF,,,The intervention committee,CF intervention committee to meet with the District Education Officer (DEO) to find resolution. ,,,,Ongoing,,,,,,,,,Over three thousands children living in Gbao district are not attending school because of the lack of Nursery school buildings in many parts of the district.,No Nursery School Building,,Over three thousands children living in Gbao district are not attending school because of the lack of Nursery school buildings in many parts of the district.,,,
42669,2016-10-CF-GO-00659,SAM W. WORLOH,42648,2016-10-CF-GO,00659,"October, 2016 Grand Gedeh CF",CF,Grand Gedeh,Gbao,Security concern,Gbao,"Tojallah Town, Gbayea Town, Towah Town Kweo and Chenslay",Public Health and Safety,CF,,,Referred to the DSC,Referred to the DSC,,,,Ongoing,,,,,,,,,Getting safe drinking water is a serious problem in many towns and villages in the district. Many of the hand pumps in these communities are damage and there are no spare parts for repair.,Limited safe drinking water,,Getting safe drinking water is a serious problem in many towns and villages in the district. Many of the hand pumps in these communities are damage and there are no spare parts for repair.,,,
42669,2016-10-DS-KO-00660,Roselyn P. Mulbah,42654,2016-10-DS-KO,00660,"October, 2016 Grand Gedeh DSC",DSC,Grand Gedeh,Konobo,Security concern,Konobo,,Security Services,DSC,,,DSC to meet with the Konobo District education Officer (DSC ) to give reason or to provide teachers to the schools.,DSC to meet with the Konobo (DEO)  District Education Officer.,The DSC to report on progress made during their meeting with the  DEO.,,,Ongoing,,,,,,,,,Most of the students in Barwu and peah town don't have teachers to  teach them .Students just go about roaming around the school building until it is time for them to leave.,Lack Teachers,, There are insufficient  teachers in Barwu and peah Town. ,,,
42669,2016-10-CF-GO-00661,SAM W. WORLOH,42648,2016-10-CF-GO,00661,"October, 2016 Grand Gedeh CF",CF,Grand Gedeh,Gbao,Security concern,Gbao,,Infrastructure,CF,,,Referred to the DSC,Referred to the DSC,,,,Ongoing,,,,,,,,,Every towns in the district are facing bad roads. All of the roads are in horrible shapes due to heavy down pull of rain mainly during the rainy season which can caused erosion and many pot holes all over the roads. ,Bad road condition,,Every towns in the district are facing bad roads. All of the roads are in horrible shapes due to heavy down pull of rain mainly during the rainy season which can caused erosion and many pot holes all over the roads. ,,,
42669,2016-10-CS-GG-00662,Roselyn P. Mulbah,42654,2016-10-CS-GG,00662,"October, 2016 Grand Gedeh CSC",CSC,Grand Gedeh,Konobo,Security concern,Konobo,Ziah,Infrastructure,DSC,,,The Issue was refer to the CSC., DSC to do follow up with CSC for redress.,,,,Ongoing,,,,,,,,,There is no police station in Ziah Town. Criminals always escape when they are arrested for committing a crime pending investigation due the poor condition of the structure that is presently being used by the police. ,Lack of police station.,,The is no police station in Konobo district.Especially in Ziah town.,,,
42669,2016-10-CF-GO-00663,SAM W. WORLOH,42648,2016-10-CF-GO,00663,"October, 2016 Grand Gedeh CF",CF,Grand Gedeh,Gbao,Security concern,Gbao,Tian Town and Goh Village,General Land,CF,Goh village and Tian Town,3,The CF mediation committee,The mediation committee will meet with both parties to see how best they can resolve the issue between themselves before it grow bigger.,,,,Ongoing,,,,,,,,,Tension is heating up between the people of Tian Town and the Goh village for a parcel of land which the two groups are claiming to be theirs.,LAND DISPUTE,,Tension is heating up between the people of Tian Town and the Goh village for a parcel of land which the two groups are claiming to be theirs.,,,
42669,2016-10-DS-KB-00664,Thomas Q. Suah,42656,2016-10-DS-KB,00664,"October, 2016 Nimba DSC",DSC,Nimba,Kparblee,Security concern,Kparblee,Behwallay,Infrastructure,DSC,,,K-DSC leadership,K- DSC referred these concerns to the CSC for its intervention. The Chairman of the K-DSC and two other local government officials who are also members of the K-DSC were designated to ensure that the CSC receives the referral and make follow up on feedback.,,,,Ongoing,,,,,42656,,42656,,"According to the K- DSC leadership, these concerns need the role of the county security council because funding for project like these are either from GOL budget or private investment of which the CSC may know the process(s) to pursue.",1.	Bad road condition from Behwallay in Kprblee district to Gblor-Dialla in Doe District,,,,,
42669,2016-10-DS-KB-00665,Thomas Q. Suah,42656,2016-10-DS-KB,00665,"October, 2016 Nimba DSC",DSC,Nimba,Kparblee,Security concern,Kparblee,Kparblee,Infrastructure,DSC,,,K-DSC leadership,"Therefore, the DSC referred these concerns to the CSC for its intervention. The Chairman of the K-DSC and two other local government officials who are also members of the K-DSC were designated to ensure that the CSC receives the referral and make follow up on feedback.",,,,Ongoing,,,,,42656,,42656,,"According to the K- DSC leadership, these concerns need the role of the county security council because funding for project like these are either from GOL budget or private investment of which the CSC may know the process(s) to pursue.",2.	Lack of GSM coverage in most part (90%) Kparbleee District ,,,,,
42669,2016-10-DS-KB-00666,Thomas Q. Suah,42656,2016-10-DS-KB,00666,"October, 2016 Nimba DSC",DSC,Nimba,Kparblee,Security concern,Kparblee,Kparblee,Infrastructure,DSC,,,K-DSC leadership,The K- DSC referred these concerns to the CSC for its intervention. The Chairman of the K-DSC and two other local government officials who are also members of the K-DSC were designated to ensure that the CSC receives the referral and make follow up on feedback,,,,Ongoing,,,,,42656,,42656,,"According to the K- DSC leadership, these concerns need the role of the county security council because funding for project like these are either from GOL budget or private investment of which the CSC may know the process(s) to pursue.",3.	Lack of  offices for clan and paramount chiefs in Kparblee(run GOL business in private homes),,,,,
42669,2016-10-CF-KB-00667,Thomas Q. Suah,42656,2016-10-CF-KB,00667,"October, 2016 Nimba CF",CF,Nimba,Kparblee,Security concern,Kparblee,Gayeplay,Infrastructure,CF,,,Julius Nezzolah and Jefferson Kweh,"D-CF leadership constituted a two person committee to do a written referral of this issue to the K-DSC. The committee consists of Julius Nezzolah and Jefferson Kweh, both of whom were charged with the role of meeting K-DSC leadership to seek redress of the issue.
The K-DSC leadership will report to the joint session of the two structures during the November 2016 meeting.",,,,Ongoing,,,,,42656,,42656,,"In separate session of the Dubuzon CF meeting on October 12, 2016, D-CF members from Gayeplay town and its surrounding communities reported that they lack access to road connectivity. The CF members informed   leadership of the D-CF that since the Nimba County road building machines started work in the county, they have not benefited from that service.",Llack access to road connectivity,,,,,
42669,2016-10-CF-KB-00668,Thomas Q. Suah,42656,2016-10-CF-KB,00668,"October, 2016 Nimba CF",CF,Nimba,Kparblee,Security concern,Kparblee,Gayeplay,Infrastructure,CF,,,D-CF leadership ,"D-CF leadership constituted a two person committee to do a written referral of this issue to the K-DSC. The committee consists of Julius Nezzolah and Jefferson Kweh, both of whom were charged with the role of meeting K-DSC leadership to seek redress of the issue.
The K-DSC leadership will report to the joint session of the two structures during the November 2016 meeting",,,,Ongoing,,,,,42656,,42656,,"D-CF leadership constituted a two person committee to do a written referral of this issue to the K-DSC. The committee consists of Julius Nezzolah and Jefferson Kweh, both of whom were charged with the role of meeting K-DSC leadership to seek redress of the issue.
The K-DSC leadership will report to the joint session of the two structures during the November 2016 meeting",Llack access to road connectivity,,,,,
42669,2016-10-CS-NI-00669,Thomas Q. Suah,42660,2016-10-CS-NI,00669,"October, 2016 Nimba CSC",CSC,Nimba,Garr-Bain,Security concern,Sanniquellie Mahn,Cocopa,Security Services,CF,,,CSC Leadership,"Briefing members of the CSC, the chairman, Mr. Fong Zuagele asserted that there is a budget line in the 2016-2017 national budget of Liberia called the rubber sector development fund. This is the fund government is planning to use to alleviate the claims of the workers when the budget passes in early October, 2016.
The CSC chairman added that this information had never been given to the workers, citing lack of adequate information sharing with the workers as root cause of the disputes.
He promised to provide the necessary information to the workers and will appeal to them to allow him engage authority of the ministry of finance and development planning for said fund. The government needs US 900,000.00 to settle about 600 aggrieved workers of cocopa",,,,Ongoing,,,,,42660,,42660,,"Nimba County Security Council has extended invitation to the leadership of the Cocopa Workers’ union for a conference to discuss their grievances on October 17, 2016 in Sanniquellie.
The invitation was prompted by a press release issued by the president of the cocopa workers’ union, Mr. Sarkpah Mah that following many failed promises by the management of Nimba Rubber Corporation, (interim management Team) and the Nimba Legislative Caucus, the workers were left with no other alternatives but to draw the attention of the central government by planning a violent demonstration which was halted as a result of the CSC’s invitation.",Cocopa workers threaten to set road block again,,,,,
42669,2016-10-CS-NI-00670,Thomas Q. Suah,42660,2016-10-CS-NI,00670,"October, 2016 Nimba CSC",CSC,Nimba,Garr-Bain,Threat of violence,Sanniquellie Mahn,Cocopa,Security Services,CSC,,,CSC leadership,"The acting manager also reported that despite government moratorium on diamond and gold mining in the country, the aggrieved workers are alleged to be involved in mining of gold and diamond in the cocopa concession area. ",,,,Ongoing,,,,,42660,,42660,,"The acting manager of the Nimba Rubber Corporation, Mr. Alfred Gaye reported to the CSC that aggrieved workers of Cocopa have been seen in recent months doing illegal rubber tapping on the plantation. Proceeds from tapping are shared by aggrieved workers to sustain themselves.
The acting manager also reported that despite government moratorium on diamond and gold mining in the country, the aggrieved workers are alleged to be involved in mining of gold and diamond in the cocopa concession area.",Illegal mining and rubber tapping in Cocopa,,,,,
42669,2016-10-CS-NI-00671,Thomas Q. Suah,42660,2016-10-CS-NI,00671,"October, 2016 Nimba CSC",CSC,Nimba,Garr-Bain,Security concern,Sanniquellie Mahn,Boe-Kpaplay,Public Health and Safety,CSC,,,CSC leadership,"According to the report, LDEA agents assigned in the district got intelligence that the school principal was dealing in drugs. Based on the information, the LDEA prayed for search warrant from the Bahn Magisterial Court to search all homes in Boe-Kparplay town. The court granted the warrant and during the search, the quantity of the drugs mentioned above was found and seized by LDEA.",,,,Ongoing,,,,,42660,,42660,,"The county commander of the Liberia Drugs Enforcement Agency (LDEA), Col. Julius Kanubah reported to the CSC that the principal of Boe-Kparplay public school located in Boe-Quella administrative District, Mr. Stephen Toweh, the younger brother of representative, Ricks Toweh of electoral district # 6 was found with 200 kg of marijuana in his bed room.",School principal arrested with marijuana ,,,,,
42669,2016-10-CS-NI-00672,Thomas Q. Suah,42660,2016-10-CS-NI,00672,"October, 2016 Nimba CSC",CSC,Nimba,Garr-Bain,Security concern,Sanniquellie Mahn,Boe-Kpaplay,Government Corruption,CSC,,,CSCleadership,"LDEA officers argued that Stephen be properly bonded before the Bahn Magisterial Court by any qualified persons other than representative Toweh because under the laws of Liberia, a sitting representative is not qualified to practice law in any court of competent jurisdiction in the republic. CSC is following up on this case",,,,Ongoing,,,,,42660,,42660,,"A member of the House of Representatives for Nimba County Electoral District # 6, Hon Ricks Toweh who is also the eldest brother of the accused school principal was reported to have obstructed the arrest and prosecution of Stephen in Bahn Magisterial Court by LDEA officers on ground that he (Ricks) is the legal counsel for Stephen and will keep Stephen until the court gets ready for the hearing..",Legislative interference in Executive functions,,,,,
42669,2016-10-CS-NI-00673,Thomas Q. Suah,42660,2016-10-CS-NI,00673,"October, 2016 Nimba CSC",CSC,Nimba,Garr-Bain,Security concern,Sanniquellie Mahn,"Gban,Kpoapa,Larpea I",Public Health and Safety,CSC,,,CSC leadership,"The LFA holds fear that as we go closer to 2017 presidential and Legislative elections more violence is eminent because politicians will use soccer tournaments to solicit support of the youth who constitute about 75 % of the voting population in Liberia.
The LFA also used the meeting to appeal to the CSC to support an anti-mob violence awareness campaign in Nimba before the situation grows to an uncontrollable proportion. CSC promised to study the situation and come out with plans to address the request soon.",,,,Ongoing,,,,,42660,,42660,,"The chairman of the county committee of the Liberia Football Association (LFA) Mr. Floyd S. Tomah reported to the CSC that over the past few months, soccer tournaments organized by politicians who are seeking support of youth through sports have ended in violent confrontations in some cases leaving several players wounded.
Recent incidents in point include:
1.	Yourpea Old  and  New Towns  where the violence degenerated into burning houses and destroying farms following serious disagreement on the field of play during a soccer match 
2.	Gban and Kpoapa towns where the violence escalated to the use of   single barrel guns resulting to injury of several player and spectators and 
3.	Larpea # 1 and Loelay Towns where the violence led to a player’s left leg being broken by angry mob supporting Larpea # 1 soccer team.",Soccer games turned into violent confrontation in Nimba County,,,,,
42669,2016-10-DS-YM-00674,Thomas Q. Suah,42648,2016-10-DS-YM,00674,"October, 2016 Nimba DSC",DSC,Nimba,Yarmein,Security concern,Yarmein,Karnlah,Infrastructure,DSC,,,"Mr. Thomas S. Gonotee, Zargbaye Kehwillian and Jonathan Dugbo were assigned to make follow-up on the Karrn River bridge with the CSC ","Mr. Thomas S. Gonotee, Zargbaye Kehwillian and Jonathan Dugbo were assigned to make follow-up on the Karrn River bridge with the CSC while Lyndon Johnson, Samuel Gono, Sannie Gongba and Othello Zomonway were assigned to meet with AML management to address the issue of transportation of iron ore on public road passing through towns and villages with school children and commercial vehicles using the same route. These committees are scheduled to report outcomes of their intervention at the November meeting.",,,,Ongoing,,,,,42648,,42648,,"The Yarmein DSC and Bonlah Community Forum joint regular meeting was held in Camp # 4 on October 5, 2016 to discuss community security concerns affecting the people of Yarmein District.
During separate session of the DSC three key issues were discussed, one of which have been resolve. The issues  include:
1.	Damaged Kahn River bridge
2.	Illegal planting of crops on AML concession and 
3.	AML’s plan to transport Iron Ore on public road in tricks.",1.	Damaged Kahn River bridge,,,,,
42669,2016-10-DS-YM-00675,Thomas Q. Suah,42648,2016-10-DS-YM,00675,"October, 2016 Nimba DSC",DSC,Nimba,Yarmein,Security concern,Yarmein,Yarmein,Infrastructure,DSC,,,DSC leadership,These committees are scheduled to report outcomes of their intervention at the November meeting,,,,Ongoing,,,,,42648,,42648,,"Lyndon Johnson, Samuel Gono, Sannie Gongba and Othello Zomonway were assigned to meet with AML management to address the issue of transportation of iron ore on public road passing through towns and villages with school children and commercial vehicles using the same route",2.	Illegal planting of crops on AML concession ,,,,,
42669,2016-10-DS-YM-00676,Thomas Q. Suah,42648,2016-10-DS-YM,00676,"October, 2016 Nimba DSC",DSC,Nimba,Yarmein,Security concern,Yarmein,Yekepa,Public Health and Safety,DSC,,,DSC leadership,These committees are scheduled to report outcomes of their intervention at the November meeting.,,,,Ongoing,,,,,42648,,42648,,"During separate session of the DSC three key issues were discussed, one of which have been resolve. The issues  include:
1.	Damaged Kahn River bridge
2.	Illegal planting of crops on AML concession and 
3.	AML’s plan to transport Iron Ore on public road in tricks.
Following the intervention of a DSC committee headed by Paramount Chief Cooper Walakah, towns around the AML mining area were advised to desist from planting crops on mining concession area contracted by AML from the government of Liberia for 25 years.
Local authorities of the towns promised to advise their respective citizens to respect provisions of the 25 years agreement between the Liberian Government and AML.
The other two concerns were reflagged and assigned to two new committees.
Mr. Thomas S. Gonotee, Zargbaye Kehwillian and Jonathan Dugbo were assigned to make follow-up on the Karrn River bridge with the CSC while Lyndon Johnson, Samuel Gono, Sannie Gongba and Othello Zomonway were assigned to meet with AML management to address the issue of transportation of iron ore on public road passing through towns and villages with school children and commercial vehicles using the same route. These committees are scheduled to report outcomes of their intervention at the November meeting.",3.	AML’s plan to transport Iron Ore on public road in tricks.,,,,,
42669,2016-10-CF-YM-00677,Thomas Q. Suah,42648,2016-10-CF-YM,00677,"October, 2016 Nimba CF",CF,Nimba,Yarmein,Security concern,Yarmein,Yekepa,Public Health and Safety,CF,,,B-CF Leadership,"In an attempt to address the issue, the leadership of the Bonlah Community Forum constituted a five person committee to meet the management of AML to discuss possible relocation of the dump site to a safer place outside of the community center. The committee will report on the outcome of their meeting at the November meeting.",,,,Ongoing,,,,,42648,,42648,,CF members from Yekepa community where AML mine workers are based reported that the company has established a dump site in the center of the community posing serious health hazard for inhabitants of Yekepa.The report pointed out that the dump site is located near Area-P market where food items are sold for human consumption.,The company has established a dump site in the center of the community posing serious health hazard for inhabitants of Yekepa.,,,,,
